word	pos	meaning_en	source	file
おかず	noun	side dish	ja.wikipedia.org	500px-Obanzai_yasai.JPG
おじいさん	noun	grandfather; elderly man	ja.wikipedia.org	500px-Bundesarchiv_Bild_183-46103-0002,_Bornstedt,_Einzelbauer_mit_Enkel.jpg
おじさん	noun	uncle; middle-aged man	en.wikipedia.org (ja article)	500px-thumbnail.jpg
おばあさん	noun	grandmother; elderly woman	ja.wikipedia.org	500px-Oldwoman_cry_baby_nakba.jpg
おばさん	noun	aunt; middle-aged woman	en.wikipedia.org (ja article)	500px-Aunt_&_Niece_(7936230820).jpg
おもちゃ	noun	toy	ja.wikipedia.org	500px-Wooden_toys.JPG
お土産	noun	souvenir	ja.wikipedia.org	500px-Nakamise,_Asakusa,_Japan,_School_Girls,_Olym1_043.jpg
お姉さん	noun	older sister	ja.wikipedia.org	500px-Nuclear_family_member_older_sister.svg.png
お宅	noun	your home (polite)	ja.wikipedia.org	500px-Mansei-bashi_Crossing,_21_July_2013.jpg
お弁当	noun	boxed lunch	ja.wikipedia.org	500px-Home_made_Bento.jpg
お手洗い	noun	restroom; bathroom	ja.wikipedia.org	500px-女子便所_男子便所_(8157785835).jpg
お母さん	noun	mother	ja.wikipedia.org	500px-Nuclear_family_member_mother.svg.png
お父さん	noun	father	ja.wikipedia.org	500px-Nuclear_family_member_father.svg.png
お腹	noun	stomach; belly	ja.wikipedia.org	500px-Abdomen_young_male_yellow.jpg
お茶	noun	tea	ja.wikipedia.org	500px-Tea_time_お茶の時間.jpg
お菓子	noun	sweets; snacks	ja.wikipedia.org	500px-Mary's_chocates_gift_box,_made_in_Japan.jpg
お辞儀	noun	bow	ja.wikipedia.org	500px-Westindischer_Maler_um_1530_001.jpg
お酒	noun	alcohol; sake	ja.wikipedia.org	500px-17-05-06-Miniaturen_RR79036.jpg
お風呂	noun	bath	en.wikipedia.org (ja article)	500px-Syokokuji_senmyo.jpg
かばん	noun	bag; briefcase	ja.wikipedia.org	Totebag.jpg
くしゃみ	noun	sneeze	ja.wikipedia.org	500px--Qualitative-Real-Time-Schlieren-and-Shadowgraph-Imaging-of-Human-Exhaled-Airflows-An-Aid-to-Aerosol-pone.0021392.s002.ogv.jpg
ご飯	noun	cooked rice; meal	ja.wikipedia.org	500px-Meshi_002.jpg
ひげ	noun	beard; mustache	ja.wikipedia.org	500px-Photography-wallpaper-facial-hair-man-beard-chin-moustache-human-elder-portrait-1453095.jpg
ひらがな	noun	hiragana	ja.wikipedia.org	500px-ひ_教科書体.svg.png
りんご	noun	apple	ja.wikipedia.org	500px-Red_Apple.jpg
アイスクリーム	noun	ice cream	ja.wikipedia.org	500px-Ice_Cream_dessert_02.jpg
アナウンサー	noun	announcer	en.wikipedia.org (ja article)	500px-Maryposa_Deidenang_hosts_a_show_at_the_Nauruan_radio_station,_28_May_2013._Matt_Robertson_-_DFAT_(12045932634).jpg
アニメ	noun	anime; animation	en.wikipedia.org	500px--TVアニメ「ヒロインたるもの！～嫌われヒロインと内緒のお仕事～」第2弾PV_-_4月7日（木）放送開始.webm.jpg
アパート	noun	apartment	ja.wikipedia.org	500px-23rd_St_6th_Av_19_-_Chelsea_Stratus.jpg
アルコール	noun	alcohol	en.wikipedia.org (ja article)	500px-Alcohol.png
アンケート	noun	questionnaire; survey	en.wikipedia.org (ja article)	500px-Questionaire_in_Thai.png
インタビュー	noun	interview	ja.wikipedia.org	500px-Wikimania_interview_dlf3.jpg
インターネット	noun	internet	ja.wikipedia.org	500px-Internet_map_1024_-_transparent,_inverted.png
エアコン	noun	air conditioner	ja.wikipedia.org	500px-IMG_ダイキン製エアコン.jpg
エスカレーター	noun	escalator	ja.wikipedia.org	500px-OldEscalator_in_Macy's_NYC.jpg
エネルギー	noun	energy	en.wikipedia.org (ja article)	500px-Plasma_globe_60th.jpg
エレベーター	noun	elevator	en.wikipedia.org (ja article)	500px-Spalding_Building,_Portland,_Oregon_(2012)_-_15.JPG
オフィス	noun	office	ja.wikipedia.org	500px-ミネ五十子_本社.jpg
オートバイ	noun	motorcycle	ja.wikipedia.org	500px-Yamaha_R1_RN49.jpg
カタカナ	noun	katakana	ja.wikipedia.org	500px-Japanese_Katakana_KA.svg.png
カメラ	noun	camera	en.wikipedia.org (ja article)	500px-LEI0440_Leica_IIIf_chrom_-_Sn._580566_1951-52-M39_Blitzsynchron_front_view-6531_hf-.jpg
カレンダー	noun	calendar	ja.wikipedia.org	500px-WallCalendar.jpg
カレー	noun	curry	ja.wikipedia.org	Indian_curry_with_dosa.jpg
カロリー	noun	calorie	en.wikipedia.org (ja article)	500px-FDA_Nutrition_Facts_Label_2016.png
カーテン	noun	curtain	ja.wikipedia.org	500px-Gordijnen_aan_venster.JPG
ガソリン	noun	gasoline	ja.wikipedia.org	500px-Gasoline_in_mason_jar.jpg
ガソリンスタンド	noun	gas station	en.wikipedia.org (ja article)	500px-Mattoon_Service_Station_(pre-fabricated),_angle_view,_National_&_Washington_Boulevards,_Culver_City,_California_LOC_37555778230.jpg
ガラス	noun	glass (material)	ja.wikipedia.org	500px-ガラス細工8172048.jpg
ケーキ	noun	cake	ja.wikipedia.org	Strawberry_shortcake-factoryshin-crop.png
ゲーム	noun	game	en.wikipedia.org (ja article)	500px-Gaming_Board_Inscribed_for_Amenhotep_III_with_Separate_Sliding_Drawer,_ca._1390-1353_B.C.E.,49.56a-b.jpg
コップ	noun	glass; cup	ja.wikipedia.org	Koppu.jpg
コミュニケーション	noun	communication	ja.wikipedia.org	500px-Stephen_Avenue_3.jpg
コンクール	noun	contest; competition	ja.wikipedia.org	500px-Concours_de_plaidoiries.jpg
コンサート	noun	concert	en.wikipedia.org (ja article)	500px-Dülmen,_Dülmener_Sommer,_Open-Air-Konzert,_"Bounce"_--_2018_--_0051.jpg
コンビニ	noun	convenience store	en.wikipedia.org (ja article)	500px-Convenience_store_interior.jpg
コンピューター	noun	computer	en.wikipedia.org (ja article)	500px-ENIAC-changing_a_tube_(cropped).jpg
コート	noun	coat	en.wikipedia.org	FalatJulian.PortretAntoniegoWodzickiego.1900.ws.jpg
コーヒー	noun	coffee	ja.wikipedia.org	500px-Latte_and_dark_coffee.jpg
サッカー	noun	soccer	ja.wikipedia.org	500px-Football_in_Bloomington,_Indiana,_1995.jpg
サラダ	noun	salad	ja.wikipedia.org	500px-Salad_platter.jpg
サンドイッチ	noun	sandwich	ja.wikipedia.org	500px-Sandwiches_Vienna.jpg
サービス	noun	service	ja.wikipedia.org	500px-Lima_waiter_PUCPeru_2010.jpg
システム	noun	system	ja.wikipedia.org	500px-System_boundary.svg.png
シャツ	noun	shirt	ja.wikipedia.org	500px-Blue_Business_Shirt.jpg
シャワー	noun	shower	ja.wikipedia.org	500px-Showerhead.JPG
ショック	noun	shock	en.wikipedia.org (ja article)	500px-US_Navy_120203-N-CD652-004_U.S._Naval_Hospital_Guantanamo_Bay_emergency_technician_(EMT)_trainees_work_with_Naval_Station_Guantanamo_Bay_firemen_to.jpg
ジャム	noun	jam	en.wikipedia.org (ja article)	500px-Fruits_jam_variants.jpg
ジュース	noun	juice	ja.wikipedia.org	500px-Orange_juice_1.jpg
スカート	noun	skirt	ja.wikipedia.org	Peasant_skirt_1435043608.jpg
スプーン	noun	spoon	ja.wikipedia.org	500px-Dessert_Spoon.jpg
スポーツ	noun	sports	ja.wikipedia.org	500px-Germany_and_Argentina_face_off_in_the_final_of_the_World_Cup_2014_04_crop.jpg
スリッパ	noun	slippers	en.wikipedia.org (ja article)	500px-Slippers.jpg
スーツケース	noun	suitcase	ja.wikipedia.org	500px-Suitcase_750x500.jpg
スーパー	noun	supermarket	en.wikipedia.org	500px-Stop&Shop.jpg
スープ	noun	soup	ja.wikipedia.org	500px-Albert_Anker_-_Suppe_essendes_Mädchen_(1898).jpg
ズボン	noun	trousers; pants	ja.wikipedia.org	500px-Blonde_woman_wearing_jeans_-_2007.JPG
セミナー	noun	seminar	ja.wikipedia.org	500px-Seminar_(26348439707).jpg
セーター	noun	sweater	ja.wikipedia.org	500px-Jersei-coll-alt.jpg
タオル	noun	towel	ja.wikipedia.org	500px-Towels.JPG
タクシー	noun	taxi	ja.wikipedia.org	500px-Times_Square_16_Sep_2012_(day).jpg
チョコレート	noun	chocolate	ja.wikipedia.org	500px-Chocolate_(blue_background).jpg
チーム	noun	team	en.wikipedia.org (ja article)	500px-Team_work.jpg
チームワーク	noun	teamwork	ja.wikipedia.org	500px-Pushing_van_together.jpg
テニス	noun	tennis	ja.wikipedia.org	500px-US_Open_2007,_Maria_Sharapova_serving.jpg
テレビ	noun	television	en.wikipedia.org (ja article)	500px-Cptvdisplay.jpg
デザイン	noun	design	en.wikipedia.org (ja article)	500px-Braun_ABW30_(schwarz).jpg
デパート	noun	department store	ja.wikipedia.org	500px-Interior_of_a_typical_Macy's_department_store.jpg
データ	noun	data	en.wikipedia.org (ja article)	500px-Data_types_-_en.svg.png
トイレ	noun	toilet; bathroom	ja.wikipedia.org	500px-Setouchi_Triennale_-Teshima_Yokoo_House_（豊島横尾館）横尾忠則-永山裕子_DSCF3593.JPG
トマト	noun	tomato	ja.wikipedia.org	500px-Tomatoes-on-the-bush.jpg
トレーニング	noun	training	en.wikipedia.org (ja article)	500px-Christer_Fuglesang_underwater_EVA_simulation_for_STS-116.jpg
ドラマ	noun	drama; TV series	ja.wikipedia.org	500px-Comedy_and_tragedy_masks_without_background.svg.png
ナイフ	noun	knife	ja.wikipedia.org	500px-Brusletto_Hunter_Knife_Geilo_Norway.jpg
ニュース	noun	news	ja.wikipedia.org	500px-Al_Jazeera_English_Newsdesk.jpg
ネクタイ	noun	necktie	ja.wikipedia.org	500px-Krawaty.jpg
ノート	noun	notebook	ja.wikipedia.org	500px-Moleskine_ruled_notebook,_inside_view.jpg
ハンカチ	noun	handkerchief	ja.wikipedia.org	500px-Handkerchief.jpg
バス	noun	bus	en.wikipedia.org	500px-LTZ1328-19-20241030-160332.jpg
バター	noun	butter	ja.wikipedia.org	500px-NCI_butter.jpg
バナナ	noun	banana	ja.wikipedia.org	500px-Luxor,_Banana_Island,_Banana_Tree,_Egypt,_Oct_2004.jpg
パスポート	noun	passport	ja.wikipedia.org	500px-Us-passport.jpg
パソコン	noun	personal computer	en.wikipedia.org (ja article)	500px-Golden_ratio_logo_design_technique.jpg
パン	noun	bread	ja.wikipedia.org	500px-Various_grains.jpg
パーティー	noun	party	ja.wikipedia.org	500px-'Hip,_Hip,_Hurrah!_Artist_Festival_at_Skagen',_by_Peder_Severin_Krøyer_(1888)_Demisted_with_DXO_PhotoLab_Clearview;_cropped_away_black_border_edge.jpg
ビジネス	noun	business	ja.wikipedia.org	500px-Downtownplazala.jpg
ビール	noun	beer	ja.wikipedia.org	500px-Weizenbier-ukko.jpg
ピアノ	noun	piano	ja.wikipedia.org	500px-Two_pianos_-_grand_piano_and_upright_piano.jpg
フォーク	noun	fork	en.wikipedia.org	500px-Assorted_forks.jpg
ブレーキ	noun	brake	ja.wikipedia.org	500px-Discbrake.jpg
プロ	noun	professional; pro	en.wikipedia.org (ja article)	500px-Doctor_explains_x-ray_to_patient.jpg
プール	noun	swimming pool	ja.wikipedia.org	Mosul-swimming.jpg
ベッド	noun	bed	ja.wikipedia.org	500px-SchlossBloisSchlafzimmerdesKoenigs.jpg
ペット	noun	pet	ja.wikipedia.org	500px-Woman_with_two_dogs.jpg
ペン	noun	pen	ja.wikipedia.org	500px-Holding-a-ruling-pen3.jpg
ボタン	noun	button	en.wikipedia.org	500px-Reserveknapper_til_Hans'_uniform.jpg
ボールペン	noun	ballpoint pen	ja.wikipedia.org	500px-Ball_pen.jpg
ポケット	noun	pocket	en.wikipedia.org (ja article)	500px-Jeans_pocket_back.jpg
マスク	noun	mask	ja.wikipedia.org	500px-Wearing_FFP_mask_during_the_COVID-19_pandemic_in_Khmelnytskyi,_April_2020.jpg
マナー	noun	manners; etiquette	en.wikipedia.org (ja article)	500px-Company-Shocked-Gillray.jpeg
メニュー	noun	menu	en.wikipedia.org	500px-Menu_of_Fatto_a_Mano_Pizzeria,_North_Laine_(desserts).jpg
メール	noun	email	ja.wikipedia.org	500px-(at).svg.png
ユーモア	noun	humor	en.wikipedia.org (ja article)	500px-Volunteer_Community_Relations_DVIDS190255.jpg
ラジオ	noun	radio	ja.wikipedia.org	500px-Radio_WWOZ_New_Orleans_studio_October_2009_03.jpg
ラーメン	noun	ramen	ja.wikipedia.org	500px-Shoyu_Ramen（Tokyo_Ramen）_-_01.jpg
リサイクル	noun	recycling	ja.wikipedia.org	500px-Glass_and_plastic_recycling_065_ubt.JPG
レジ	noun	cash register	en.wikipedia.org	500px-Old_National_Cash_Register.jpg
ワイシャツ	noun	dress shirt	ja.wikipedia.org	500px-Gdd500.jpg
一月	noun	January	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_Janvier.jpg
七月	noun	July	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_juillet.jpg
三月	noun	March	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_mars.jpg
上着	noun	jacket; outerwear	en.wikipedia.org (ja article)	500px-I_cant_see_(4269604326)_(2).jpg
下着	noun	underwear	ja.wikipedia.org	500px-Knickers1.jpg
不安	noun	anxiety; unease	en.wikipedia.org (ja article)	500px-Edvard_Munch,_1893,_The_Scream,_oil,_tempera_and_pastel_on_cardboard,_91_x_73_cm,_National_Gallery_of_Norway.jpg
不況	noun	recession; depression	ja.wikipedia.org	景気循環.png
不祥事	noun	scandal; misconduct	ja.wikipedia.org	500px-Satterfield_cartoon_about_floods_of_political_scandals.jpg
世の中	noun	the world; society	en.wikipedia.org (ja article)	500px-14_Rajaloka_or_Triloka,_17th_century.png
世代	noun	generation	en.wikipedia.org (ja article)	500px-Baby_Mother_Grandmother_and_Great_Grandmother.jpg
世界	noun	world	ja.wikipedia.org	500px-Hubble_ultra_deep_field.jpg
世間	noun	the world; society	en.wikipedia.org (ja article)	500px-14_Rajaloka_or_Triloka,_17th_century.png
両親	noun	parents	en.wikipedia.org (ja article)	500px-Parents_and_their_baby.jpg
中古	noun	secondhand	en.wikipedia.org (ja article)	500px-Yard_Sale_Northern_CA_2005.JPG
中学校	noun	junior high school	en.wikipedia.org (ja article)	500px-Classroom,_Myanmar.jpg
主張	noun	assertion; claim	en.wikipedia.org (ja article)	500px-SF_Chinatown_soapboxing_p1060705.jpg
乗り物	noun	vehicle	en.wikipedia.org (ja article)	500px-Bikes,_buses_and_cars_-_geograph.org.uk_-_1516362.jpg
九月	noun	September	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_septembre.jpg
乾燥	noun	dryness; drying	en.wikipedia.org (ja article)	500px-Desiccation-cracks_hg.jpg
予想	noun	expectation; prediction	en.wikipedia.org (ja article)	Old_Farmer's_Almanac_1793_cover.jpg
予算	noun	budget	en.wikipedia.org (ja article)	500px-Brooklyn_Museum_-_Comme_Sisyphe_-_Honoré_Daumier.jpg
事務所	noun	office	ja.wikipedia.org	500px-ミネ五十子_本社.jpg
事故	noun	accident	ja.wikipedia.org	500px-Japanese_car_accident.jpg
二月	noun	February	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_février.jpg
五月	noun	May	ja.wikipedia.org	500px-Frères_Limbourg_-_Très_Riches_Heures_du_duc_de_Berry_-_mois_de_mai_-_Google_Art_Project.jpg
交差点	noun	intersection	ja.wikipedia.org	500px-Cross_roads_-_geograph.org.uk_-_804505.jpg
交流	noun	exchange; interaction	ja.wikipedia.org	500px-Waveforms.png
交渉	noun	negotiation	en.wikipedia.org (ja article)	500px-Negotiations_about_Iranian_Nuclear_Program_-_Foreign_Ministers_and_other_Officials_of_P5+1_Iran_and_EU_in_Lausanne.jpg
交番	noun	police box	ja.wikipedia.org	Koban_(1938).png
交通	noun	traffic; transportation	ja.wikipedia.org	lossy-page1-500px-Bild_från_familjen_von_Hallwyls_resa_genom_Egypten_och_Sudan,_5_november_1900_–_29_mars_1901_-_Hallwylska_museet_-_91661.tif.jpg
人	noun	person	en.wikipedia.org	500px-12_years_boy_from_Chanderi_(3).jpg
人口	noun	population	ja.wikipedia.org	500px-Worldpop.svg.png
人形	noun	doll	ja.wikipedia.org	500px-お雛様-hinamatsuri-dolls-lamp.jpg
人生	noun	(human) life	ja.wikipedia.org	500px-11-stages-womanhood-1840s.jpg
人間	noun	human being	en.wikipedia.org (ja article)	500px-12_years_boy_from_Chanderi_(3).jpg
今	noun	now	en.wikipedia.org (ja article)	500px-MontreGousset001.jpg
仮定	noun	assumption; hypothesis	en.wikipedia.org (ja article)	500px-Cellarius_Harmonia_Macrocosmica_-_Hypothesis_Ptolemaica.jpg
仮説	noun	hypothesis	en.wikipedia.org (ja article)	500px-Cellarius_Harmonia_Macrocosmica_-_Hypothesis_Ptolemaica.jpg
仲裁	noun	arbitration; mediation	en.wikipedia.org (ja article)	500px-LCIA_view_from_outside.jpg
休憩	noun	break; rest	en.wikipedia.org (ja article)	500px-NoonDayRestWomenAlfredTPalmer.jpg
会社	noun	company	en.wikipedia.org (ja article)	500px-Nokia_office_building_in_Hervanta_Tampere_1.jpg
会社員	noun	company employee	ja.wikipedia.org	500px-Rush_hour_Tokyo.jpg
会話	noun	conversation	ja.wikipedia.org	500px-Kathy_Matayoshi_and_Mazie_Hirono.jpg
会議	noun	meeting; conference	ja.wikipedia.org	500px-Cicero_Denounces_Catiline_in_the_Roman_Senate_by_Cesare_Maccari_-_3.jpg
会議室	noun	meeting room	ja.wikipedia.org	Gehry.jpg
伝統	noun	tradition	en.wikipedia.org (ja article)	500px-Tradition-Warner-Highsmith.jpeg
位置	noun	position; location	en.wikipedia.org (ja article)	500px-Radius_vector_-_position_vector_-_ortsvektor_-_radijvektor.svg.png
住宅	noun	housing; residence	ja.wikipedia.org	500px-建売住宅_(4355308311).jpg
住所	noun	address	ja.wikipedia.org	500px-Write_Your_Address_Clearly_1958_The_British_Postal_Museum_&_Archive.jpg
作物	noun	crops	ja.wikipedia.org	500px-New_World_Domesticated_plants.JPG
供給	noun	supply	ja.wikipedia.org	Supply.gif
供述	noun	testimony; deposition	en.wikipedia.org (ja article)	500px-Testimony_in_court.jpg
価格	noun	price	en.wikipedia.org (ja article)	500px-The_competitive_price_system_adapted_from_Samuelson,_1961.jpg
侮辱	noun	insult; contempt	en.wikipedia.org (ja article)	500px-Charles_I_Insulted_by_Cromwell's_Soldiers.jpg
保険	noun	insurance	en.wikipedia.org (ja article)	500px-Coast_review_(1910)_(14760820941).jpg
信仰	noun	(religious) faith; belief	ja.wikipedia.org	500px-Before_the_Hajj_is_complete,_pilgrims_must_return_to_Mecca_to_perform_a_"farewell_tawaf"_around_the_Kaaba._-_Flickr_-_Al_Jazeera_English.jpg
信号	noun	traffic light; signal	en.wikipedia.org	500px-Modern_British_LED_Traffic_Light.jpg
信念	noun	belief; conviction	ja.wikipedia.org	500px-Belief_Venn_diagram.svg.png
信頼	noun	trust; reliance	en.wikipedia.org (ja article)	500px-Trust_in_others_in_Europe,_OWID.svg.png
俳優	noun	actor	ja.wikipedia.org	500px-Antoine_Watteau_-_Actors_from_the_Comédie_Française_-_WGA25475.jpg
値段	noun	price	en.wikipedia.org (ja article)	500px-The_competitive_price_system_adapted_from_Samuelson,_1961.jpg
停電	noun	power outage	ja.wikipedia.org	500px-Calle_Larga_at_night_during_power_cut.jpg
健康	noun	health	ja.wikipedia.org	500px-Oecd-goodhealth.svg.png
傘	noun	umbrella	ja.wikipedia.org	500px-Hà_Anh.jpg
債務	noun	debt; liabilities	en.wikipedia.org (ja article)	500px-Payday_loan_shop_window.jpg
傷	noun	wound; injury; scratch	ja.wikipedia.org	Chapter1figure1-Superficial_bullet_wound.jpg
兄	noun	(my) older brother	ja.wikipedia.org	500px-Nuclear_family_member_older_brother.svg.png
兄弟	noun	siblings	ja.wikipedia.org	500px-Wilbur_and_Orville_Wright_with_Flyer_II_at_Huffman_Prairie_-_GPN-2002-000126.jpg
光	noun	light	ja.wikipedia.org	500px-USA_Antelope-Canyon.jpg
入学	noun	entering a school	ja.wikipedia.org	500px-小松川第二小学校-2.JPG
八月	noun	August	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_aout.jpg
八百屋	noun	greengrocer	ja.wikipedia.org	500px-青果店北京駅前.jpg
公園	noun	park	ja.wikipedia.org	500px-Fountain_Yoyogipark.JPG
六月	noun	June	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_juin.jpg
冗談	noun	joke	ja.wikipedia.org	500px-Boris_Yeltsin_with_Bill_Clinton-1.jpg
写真	noun	photograph	ja.wikipedia.org	Carandini.jpg
冬	noun	winter	en.wikipedia.org (ja article)	500px-Winter_forest_silver.jpg
冷房	noun	air conditioning (cooling)	ja.wikipedia.org	500px-Corona_Air_conditioner.jpg
冷蔵庫	noun	refrigerator	en.wikipedia.org (ja article)	500px-Open_refrigerator_with_food_at_night.jpg
出勤	noun	going to work	en.wikipedia.org (ja article)	500px-Peking_Radfahrer-20071021-RM-090349.jpg
出張	noun	business trip	en.wikipedia.org (ja article)	500px-Emirates_business_class_A380_seat_bar.jpg
出版	noun	publishing	en.wikipedia.org (ja article)	500px-Shelves_of_titles_at_the_Aboriginal_Studies_Press_bookshop.jpg
分析	noun	analysis	en.wikipedia.org (ja article)	500px-Adriaen_Van_Ostade_-_L'Analyse_-_PDUT921_-_Musée_des_Beaux-Arts_de_la_ville_de_Paris.jpg
切手	noun	postage stamp	ja.wikipedia.org	Penny_black.jpg
切符	noun	ticket	ja.wikipedia.org	500px-JR切符.jpg
判断	noun	judgment; decision	en.wikipedia.org (ja article)	500px-Roters_Illustrators_19807_(thinking_judge).svg.png
利潤	noun	profit	en.wikipedia.org (ja article)	page1-500px-Economist_Versus_Accountants.pdf.jpg
制度	noun	system; institution	en.wikipedia.org (ja article)	500px-Social_Network_Diagram_(segment).svg.png
制服	noun	uniform	ja.wikipedia.org	500px-Russian_honor_guard_at_Tomb_of_the_Unknown_Soldier,_Alexander_Garden_welcomes_Michael_G._Mullen_2009-06-26_2.jpg
制裁	noun	sanctions; punishment	en.wikipedia.org (ja article)	500px-Pentonvilleiso19.jpg
刺激	noun	stimulus; stimulation	ja.wikipedia.org	500px-GHS-pictogram-exclam.svg.png
努力	noun	effort	en.wikipedia.org (ja article)	Veronica_Foster,_ww2_gunsmith,_hard_at_work_-b.jpg
労働	noun	labor; work	ja.wikipedia.org	500px-Lewis_Hine_Power_house_mechanic_working_on_steam_pump.jpg
勉強	noun	study	ja.wikipedia.org	500px-Four_Types_of_Learning_Styles.jpg
動物	noun	animal	ja.wikipedia.org	Animal_diversity.png
動物園	noun	zoo	ja.wikipedia.org	500px-San_Diego_Zoo_entrance_elephant.jpg
募金	noun	fundraising	ja.wikipedia.org	500px-DDC-GP.JPG
勤務	noun	work; duty; service	ja.wikipedia.org	500px-Lewis_Hine_Power_house_mechanic_working_on_steam_pump.jpg
勧誘	noun	invitation; solicitation	en.wikipedia.org (ja article)	500px-Scouts.jpg
匂い	noun	smell; scent	en.wikipedia.org (ja article)	500px-Jan_Brueghel_d._O._-_Allegorie_van_de_geur.jpg
化粧	noun	makeup	ja.wikipedia.org	500px--Makeup_demonstration_-_Time_Lapse.webm.jpg
北	noun	north	en.wikipedia.org (ja article)	500px-Compass_Rose_English_North.svg.png
医学	noun	medical science	en.wikipedia.org (ja article)	500px-The_Doctor_Luke_Fildes_crop.jpg
医者	noun	doctor	ja.wikipedia.org	500px-The_Doctor_Luke_Fildes_crop.jpg
十一月	noun	November	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_novembre.jpg
十二月	noun	December	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_décembre.jpg
十月	noun	October	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_octobre.jpg
午前	noun	morning; a.m.	ja.wikipedia.org	500px-Westclox_Big_Ben.jpg
午後	noun	afternoon; p.m.	ja.wikipedia.org	500px-Westclox_Big_Ben.jpg
卒業	noun	graduation	ja.wikipedia.org	500px-Graduation_day_stage.jpg
協力	noun	cooperation	ja.wikipedia.org	500px-Common_clownfish_curves_dnsmpl.jpg
協調	noun	cooperation; harmony	en.wikipedia.org (ja article)	500px-William-Adolphe_Bouguereau_-_Agreeable_Burden_1895.jpg
南	noun	south	en.wikipedia.org (ja article)	500px-Compass_Rose_English_South.svg.png
単語	noun	word; vocabulary	en.wikipedia.org (ja article)	500px-NZs-longest-place-name.jpg
印刷	noun	printing	ja.wikipedia.org	500px-Collage_of_printing.png
卵	noun	egg	ja.wikipedia.org	500px-Adolphe_Millot_oeufs-fixed.jpg
原料	noun	raw material	en.wikipedia.org (ja article)	500px-AlbertaSulfurAtVancouverBC.jpg
友情	noun	friendship	ja.wikipedia.org	500px-Thiksey_Monastery,_Buddhist_monks,_Buddhism,_Ladakh,_North_India.jpg
双子	noun	twins	ja.wikipedia.org	500px-William-Adolphe_Bouguereau_(1825-1905)_-_Charity_(1859).jpg
収穫	noun	harvest	ja.wikipedia.org	The_Harvesters_by_Brueghel.jpg
口	noun	mouth	ja.wikipedia.org	500px-Sagittalmouth.png
台所	noun	kitchen	ja.wikipedia.org	500px-Keuken.jpg
台風	noun	typhoon	ja.wikipedia.org	500px-Haiyan_2013-11-07_1345Z_(alternate).png
右	noun	right (side)	ja.wikipedia.org	500px-Braun_ABW41_(silber).jpg
合図	noun	signal; sign	en.wikipedia.org (ja article)	500px-William_Powell_Frith_The_signal_1858.jpg
名刺	noun	business card	ja.wikipedia.org	BusinessCardAttorney1895.jpg
名前	noun	name	ja.wikipedia.org	500px-Balinese_ground_zero.JPG
名声	noun	fame; reputation	ja.wikipedia.org	500px-Reputation_(1921)_-_Film_Daily_Ad_May_8_1921.jpg
名誉	noun	honor; prestige	en.wikipedia.org (ja article)	500px-Hamilton-burr-duel.jpg
否定	noun	denial; negation	ja.wikipedia.org	Venn-Diagram-NOT.png
味	noun	taste; flavor	en.wikipedia.org (ja article)	500px-Taste_bud.svg.png
味噌	noun	miso	ja.wikipedia.org	500px-Miso_paste_by_wilbanks_in_Nishiki_Ichiba,_Kyoto.jpg
呼吸	noun	breathing	ja.wikipedia.org	500px-Gas_exchange.jpg
命	noun	life	en.wikipedia.org	500px-Coral_reef..._South_end_of_my_area_(14119221571).jpg
咳	noun	cough	ja.wikipedia.org	500px-Pertussis.jpg
品物	noun	goods; article	en.wikipedia.org (ja article)	500px-Mediq_Sverige_Kungsbacka_warehouse.jpg
商品	noun	product; goods	ja.wikipedia.org	500px-Fredmeyer_edit_1.jpg
問題	noun	problem; question	en.wikipedia.org (ja article)	500px-Noun_Brain_Nithinan_2452319.svg.png
喉	noun	throat	ja.wikipedia.org	500px-Throat_Diagram.png
喧嘩	noun	quarrel; fight	ja.wikipedia.org	500px-Howard_Pyle_-_The_Quarrel_of_the_Queens.jpg
喫茶店	noun	coffee shop; cafe	ja.wikipedia.org	500px-Tomonoura05s2000.jpg
噂	noun	rumor; gossip	en.wikipedia.org (ja article)	500px-WPA-Rumor-Poster.jpg
四月	noun	April	ja.wikipedia.org	500px-Les_Très_Riches_Heures_du_duc_de_Berry_avril.jpg
回転	noun	rotation; revolution	ja.wikipedia.org	Rotating_Sphere.gif
図書館	noun	library	ja.wikipedia.org	500px-LOC_Main_Reading_Room_Highsmith.jpg
国	noun	country	en.wikipedia.org (ja article)	500px-Official_United_Nations_World_Map_-_October_2022.svg.png
国境	noun	national border	ja.wikipedia.org	500px-Huis_Baarle.jpg
土地	noun	land; plot of land	en.wikipedia.org	500px-Coastline_as_seen_from_Chimney_Rock,_Point_Reyes_National_Seashore.jpg
